"City","Country","Population"
"Ndele","Central African Republic",11764
"Bria","Central African Republic",29027
"Birao","Central African Republic",10178
"Brazzaville","Congo (Brazzaville)",1355000
"Sembe","Congo (Brazzaville)",9679
"Kayes","Congo (Brazzaville)",62521
"Impfondo","Congo (Brazzaville)",20859
"Djambala","Congo (Brazzaville)",9651
"Moloundou","Congo (Brazzaville)",12244
"Ouesso","Congo (Brazzaville)",28320
"Sibiti","Congo (Brazzaville)",22811
"Ewo","Congo (Brazzaville)",10650
"Makoua","Congo (Brazzaville)",11355
"Gamboma","Congo (Brazzaville)",20877
"Madingou","Congo (Brazzaville)",22760
"Kinkala","Congo (Brazzaville)",13882
"Mossendjo","Congo (Brazzaville)",30936
"Owando","Congo (Brazzaville)",34070
"Loubomo","Congo (Brazzaville)",103894
"Pointe-Noire","Congo (Brazzaville)",659084
"Glarus","Switzerland",5681
"Zurich","Switzerland",1108000
"Liestal","Switzerland",12832
"Basel","Switzerland",830000
"Fribourg","Switzerland",32827
"Zug","Switzerland",23435
"Chur","Switzerland",38293
"Sarnen","Switzerland",9410
"Schwyz","Switzerland",14177
"Luzern","Switzerland",250000
"Neuchatel","Switzerland",31270
"Altdorf","Switzerland",8678
"Biel","Switzerland",78708
"Geneva","Switzerland",1240000
"Lausanne","Switzerland",265702
"Bern","Switzerland",275329
"Stans","Switzerland",7475
"Saint Gallen","Switzerland",70572
"Appenzell","Switzerland",5649
"Herisau","Switzerland",15438
"Frauenfeld","Switzerland",21979
"Lugano","Switzerland",105388
"Bellinzona","Switzerland",16572
"Sion","Switzerland",28045
"Schaffhausen","Switzerland",33863
"Aarau","Switzerland",15501
"Delemont","Switzerland",11315
"Solothurn","Switzerland",14853
"Soubre","C𴥠DӉvoire",108933
"Bouake","C𴥠DӉvoire",567481
"Man","C𴥠DӉvoire",146974
"San-Pedro","C𴥠DӉvoire",210273
"Korhogo","C𴥠DӉvoire",177711
"Odienne","C𴥠DӉvoire",49857
"Bondoukou","C𴥠DӉvoire",58297
"Agboville","C𴥠DӉvoire",81770
"Dabou","C𴥠DӉvoire",72913
"Abidjan","C𴥠DӉvoire",3802000
"Yamoussoukro","C𴥠DӉvoire",206499
"Gagnoa","C𴥠DӉvoire",123184
"Abengourou","C𴥠DӉvoire",104020
"Dimbokro","C𴥠DӉvoire",67349
"Daloa","C𴥠DӉvoire",255168
"Seguela","C𴥠DӉvoire",51157
"Aboisso","C𴥠DӉvoire",37654
"Guiglo","C𴥠DӉvoire",39134
"Toumodi","C𴥠DӉvoire",39005
"Grand Bassam","C𴥠DӉvoire",73772
"Sassandra","C𴥠DӉvoire",38411
"Divo","C𴥠DӉvoire",127867
"Touba","C𴥠DӉvoire",27504
"Ferkessedougou","C𴥠DӉvoire",62008
"Bouafle","C𴥠DӉvoire",60962
"Avarua","Cook Islands",5445
"Diego de Almagro","Chile",18137
"Santiago","Chile",5720000
"Chanaral","Chile",13543
"Rancagua","Chile",233268
"Concepcion","Chile",889725
"Victoria","Chile",24555
"Lonquimay","Chile",10237
"Talca","Chile",197479
"Arica","Chile",185999
"Talcahuano","Chile",288074
"Curanilahue","Chile",30611
"Lota","Chile",49763
"Coronel","Chile",92940
"Vicuna","Chile",13496
"Tolten","Chile",2293
"Temuco","Chile",265901
"Carahue","Chile",11875
"Quirihue","Chile",6529
"La Serena","Chile",154521
"Loncoche","Chile",15590
"Nueva Imperial","Chile",18777
"Chonchi","Chile",381
"Punta Arenas","Chile",117430
"Iquique","Chile",227499
"Maria Elena","Chile",2370
"Combarbala","Chile",5134
"Huasco","Chile",2558
"Salamanca","Chile",20214
"Caldera","Chile",10259
"Taltal","Chile",10018
"Constitucion","Chile",37917
"Antofagasta","Chile",309832
"Chuquicamata","Chile",11941
"Toconao","Chile",378
"Valdivia","Chile",159599
"Copiapo","Chile",129280
"Santa Barbara","Chile",3494
"Los Lagos","Chile",12813
"Vina del Mar","Chile",503534
"Valparaiso","Chile",854000
"Collipulli","Chile",16392
"Villarica","Chile",31602
"Tierra Amarilla","Chile",12888
"Lagunas","Chile",10
"Coihaique","Chile",45787
"Cuya","Chile",20
"Mejillones","Chile",2041
"Rio Verde","Chile",358
"Villa O'Higgins","Chile",250
"Quellon","Chile",7029
"La Ligua","Chile",26665
"Quillota","Chile",79686
"Tocopilla","Chile",24460
"Calama","Chile",143084
"Vallenar","Chile",44895
"San Bernardo","Chile",246762
"Pozo Almonte","Chile",10830
"Coquimbo","Chile",161317
"Ovalle","Chile",77138
"Illapel","Chile",26340
"San Felipe","Chile",59294
"Los Andes","Chile",56859
"San Antonio","Chile",104292
"Pichilemu","Chile",11603
"San Fernando","Chile",60746
"Linares","Chile",81015
"Cauquenes","Chile",31362
"Chillan","Chile",150396
"Los Angeles","Chile",145239
"Angol","Chile",44856
"Lebu","Chile",22345
"Osorno","Chile",154131
"Castro","Chile",29926
"Puerto Aisen","Chile",8067
"Cochrane","Chile",4441
"Puerto Williams","Chile",2500
"Puerto Natales","Chile",20000
"Curico","Chile",113711
"Ancud","Chile",28020
"Puerto Montt","Chile",174629
"Puerto Varas","Chile",24958
"Calbuco","Chile",12490
"Rio Bueno","Chile",15456
"La Union","Chile",26298
"Yaounde","Cameroon",1611000
"Bertoua","Cameroon",218111
"Bafia","Cameroon",69270
"Mbalmayo","Cameroon",80206
"Kontcha","Cameroon",8018
"Mbe","Cameroon",3950
"Kribi","Cameroon",55224
"Edea","Cameroon",203149
"Belabo","Cameroon",22553
"Meiganga","Cameroon",80100
"Maroua","Cameroon",319941
"Eseka","Cameroon",22221
"Ebolowa","Cameroon",87875
"Ngaoundere","Cameroon",231357
"Batouri","Cameroon",43821
"Abong Mbang","Cameroon",14661
"Limbe","Cameroon",212474
"Kumba","Cameroon",144413
"Buea","Cameroon",90088
"Nkongsamba","Cameroon",117063
"Douala","Cameroon",1906000
"Kumbo","Cameroon",125486
"Eyumojok","Cameroon",5798
"Wum","Cameroon",68836
"Bafoussam","Cameroon",290768
"Bafang","Cameroon",93145
"Garoua","Cameroon",436899
"Guider","Cameroon",84647
"Tibati","Cameroon",35589
"Foumban","Cameroon",92673
"Bamenda","Cameroon",445299
"Lupanshui","China",1221000
"Fengcheng","China",61469
"Yulin","China",1127000
"Shishou","China",231787
"Yantai","China",2116000
"Yishui","China",94115
"Zibo","China",3061000
"Shanghai","China",14987000
"Weifang","China",1553000
"Yongzhou","China",1000000
"Zunyi","China",849000
"Wuyuan","China",30057
"Shuangcheng","China",130710
"Shijianzhuang","China",2417000
"Qinhuangdao","China",1003000
"Guangshui","China",154771
"Nanchang","China",2350000
"Nehe","China",108253
"Shangqiu","China",1753000
"Hengshui","China",456356
"Xiaogan","China",160437
"Xiangtan","China",2586948
"Xian","China",4009000
"Tianjin","China",7180000
"Daqing","China",1693000
"Taian","China",1629000
"Nangong","China",82386
"Shizuishan","China",136570
"Changsha","China",2604000
"Shenyeng","China",4787000
"Panshi","China",86216
"Jilin","China",2396000
"Macheng","China",126366
"Mishan","China",87257
"Hengyang","China",1016000
"Keshan","China",72403
"Haikou","China",2046189
"Hohhot","China",1726000
"Xinyang","China",1541000
"Lhasa","China",219599
"Huinan","China",66315
"Zaozhuang","China",2145000
"Laiwu","China",124108
"Suzhou","China",1964000
"Xiantao","China",1556000
"Kunming","China",2931000
"Yiyang","China",1352000
"Anshan","China",1639000
"Bugt","China",17457
"Chaoyang","China",470296
"Fujin","China",89442
"Chengdu","China",4123000
"Dunhua","China",191870
"Manzhouli","China",93620
"Fuyang","China",170023
"Xingyi","China",816000
"Harbin","China",3621000
"Danjiangkou","China",92008
"Cangzhou","China",527681
"Fuxin","China",770000
"Anshun","China",849000
"Minxian","China",67826
"Nanning","China",2167000
"Zhangjiakou","China",1046000
"Baotou","China",2036000
"Benxi","China",1012000
"Zhengzhou","China",2636000
"Huainan","China",1451000
"Tongren","China",118290
"Hancheng","China",222135
"Huaiyin","China",1264000
"Jieshou","China",141993
"Zicheng","China",237042
"Tieling","China",340000
"Beihai","China",728978
"Shanxian","China",74459
"Linyi","China",2082000
"Shuangyashan","China",500000
"Yishan","China",47062
"Puqi","China",205164
"Fuyu","China",356905
"Maoming","China",1217715
"Weinan","China",172321
"Dali","China",109696
"Shache","China",373492
"Tangshan","China",1879000
"Jianmen","China",1708000
"Fushun","China",1470000
"Zhuozhou","China",628000
"Zhaotang","China",809000
"Pingxiang","China",31109
"Linfen","China",834000
"Jiutai","China",205399
"Dunhuang","China",140094
"Jinzhou","China",956000
"Laiyang","China",250000
"Guiyang","China",3662000
"Fuzhou","China",2606000
"Bengbu","China",894000
"Chuxiong","China",254370
"Hebi","China",244662
"Shuyang","China",1770000
"Lingyuan","China",806000
"Jining","China",1186000
"Buizhou","China",115893
"Langfang","China",810000
"Dingzhou","China",152934
"Baoding","China",1107000
"Hangu","China",332793
"Liaoyuan","China",506548
"Yanji","China",488740
"Xuanzhou","China",866000
"Yingkow","China",795000
"Guangyuan","China",437435
"Tongling","China",562832
"Changling","China",55841
"Nongan","China",141482
"Gejiu","China",149105
"Mengzi","China",303341
"Luzhou","China",1537000
"Tengchong","China",126058
"Huize","China",5170
"Zhanyi","China",652604
"Liuhe","China",68938
"Deyang","China",152194
"Yibin","China",902000
"Zhijiang","China",113907
"Shaoyang","China",45617
"Yueyang","China",826000
"Neijiang","China",1466000
"Langzhong","China",60542
"Xichang","China",379993
"Wenshan","China",152388
"Xuzhou","China",2091000
"Zigong","China",1105000
"Mianyang","China",1396000
"Shaowu","China",112585
"Suining","China",1425000
"Panzhihua","China",461513
"Nanchong","China",2174000
"Tonghua","China",27227
"Shaoguan","China",720266
"Chaozhou","China",424787
"Meizhou","China",414930
"Xiamen","China",2519000
"Zhangzhou","China",3531147
"Zhuhai","China",1023000
"Putian","China",376558
"Foshan","China",943000
"Dongguan","China",4528000
"Zhanjiang","China",1590000
"Jiangmen","China",532419
"Huizhou","China",289201
"Qingyuan","China",706717
"Heyuan","China",330961
"Quanzhou","China",1463000
"Longyan","China",367896
"Sanming","China",209444
"Ninde","China",314077
"Wuzhou","China",442315
"Zhaoqing","China",480000
"Wangqing","China",88732
"Shenzhen","China",7581000
"Guilin","China",987000
"Liuzhou","China",1497000
"Yuxi","China",396325
"Shantou","China",1601000
"Nanping","China",213054
"Pingdingshan","China",849000
"Ningbo","China",1923000
"Nanyang","China",1944000
"Longxi","China",355037
"Linjiang","China",84315
"Changting","China",87458
"Jiujiang","China",545616
"Helong","China",85756
"Chifeng","China",1277000
"Yichun","China",982000
"Jian","China",520248
"Anlu","China",71198
"Shaoxing","China",777000
"Shashi","China",520000
"Huangshi","China",688090
"Sanya","China",362689
"Shangrao","China",1144577
"Bose","China",175282
"Simao","China",162725
"Wuhan","China",7243000
"Yichang","China",875000
"Jingdezhen","China",457298
"Shiyan","China",770000
"Lianyungang","China",715600
"Tongliao","China",884000
"Kailu","China",2809
"Xiangfan","China",1069000
"Jinshi","China",274000
"Xilinhot","China",120965
"Jincheng","China",760000
"Jining","China",281716
"Yangquan","China",981448
"Ergun Zuoqi","China",42849
"Shuozhou","China",570000
"Anxi","China",17886
"Pingdu","China",91077
"Jinan","China",2798000
"Yuci","China",840000
"Pingyi","China",78254
"Guangzhou","China",8829000
"Xigaze","China",80000
"Changde","China",1469000
"Datong","China",1873000
"Luoyang","China",1715000
"Shulan","China",78764
"Changchun","China",3183000
"Daan","China",93297
"Beipiao","China",228515
"Huanghua","China",120000
"Liaoyang","China",794000
"Handan","China",1631000
"Chengde","China",449325
"Tumen","China",99721
"Bayan Obo","China",27476
"Alxa Zuoqi","China",56387
"Bairin Zuoqi","China",50000
"Linxi","China",679
"Jiaozuo","China",857000
"Tianshui","China",1225000
"Taiyuan","China",2913000
"Hulin","China",42559
"Yunxian","China",133558
"Chamdo","China",100000
"Beijing","China",11106000
"Wuxi","China",1749000
"Longjiang","China",106384
"Maanshan","China",1366302
"Shangdu","China",18831
"Changping","China",614821
"Hanggin Houqi","China",39954
"Changzhou","China",1327000
"Fengjie","China",49168
"Weihai","China",560255
"Wuhu","China",810000
"Gannan","China",59239
"Jingmen","China",400000
"Arxan","China",32023
"Orongen Zizhiqi","China",40128
"Qingan","China",53206
"Dali","China",156685
"Baoshan","China",1000000
"Lijiang","China",18445
"Yakeshi","China",116284
"Tailai","China",75992
"Baiquan","China",70472
"Hailar","China",231171
"Guide","China",7642
"Wanzhou","China",1680000
"Rongzhag","China",70000
"Baishan","China",330000
"Jyekundo","China",23000
"Jixi","China",965000
"Xinyu","China",913000
"Boli","China",95260
"Wuchuan","China",23776
"Xinqing","China",55415
"Linxia","China",534555
"Anda","China",181533
"Nancha","China",121367
"Shihezi","China",573182
"Yichun","China",777000
"Karamay","China",108769
"Lanxi","China",72528
"Jiamusi","China",1020000
"Suileng","China",57789
"Suihua","China",252245
"Zhaodong","China",179980
"Hailun","China",109881
"Zhuzhou","China",1080000
"Nenjiang","China",87236
"Qinggang","China",64182
"Ningan","China",54636
"Yian","China",39924
"Mudangiang","China",1244000
"Golmud","China",107092
"Jiayuguan","China",148279
"Pingxiang","China",961000
"Gyangze","China",10000
"Zhucheng","China",1060000
"Zalantun","China",138032
"Shangzhi","China",96980
"Linkou","China",77754
"Pingliang","China",207256
"Zhangye","China",230728
"Angangxi","China",24317
"Tieli","China",109636
"Nagchu","China",2500
"Ganzhou","China",1500000
"Hegang","China",743307
"Qinzhou","China",245376
"Beian","China",154936
"Yangjiang","China",872363
"Huaibei","China",913000
"Wuhai","China",218427
"Zixing","China",6618
"Anqing","China",580497
"Yaan","China",340000
"Hotan","China",261730
"Urumqi","China",2151000
"Lianxian","China",203639
"Wuwei","China",493092
"Tacheng","China",49796
"Luan","China",1690000
"Altay","China",142000
"Qingdao","China",2866000
"Liaocheng","China",226930
"Heihe","China",109427
"Leshan","China",1157000
"Fulin","China",1049
"Erenhot","China",22287
"Puyang","China",666322
"Yancheng","China",839000
"Kashgar","China",543914
"Dezhou","China",379555
"Xiangtai","China",611739
"Rizhao","China",865000
"Heze","China",1338000
"Gar","China",10000
"Jiaohe","China",123018
"Hechi","China",3830000
"Xuanhua","China",409745
"Anyang","China",887000
"Kaifeng","China",872000
"Dengzhou","China",59338
"Xuchang","China",449258
"Xinxiang","China",903000
"Nyingchi","China",100
"Yumen","China",350000
"Luohe","China",417356
"Zhoukou","China",377061
"Jinchang","China",144363
"Korla","China",206373
"Aksu","China",340020
"Fuan","China",92470
"Hami","China",300848
"Kuqa","China",111499
"Turpan","China",254900
"Quiemo","China",32494
"Yining","China",403489
"Linchuan","China",241104
"Linqing","China",110046
"Koktokay","China",80000
"Jinxi","China",2426000
"Chongqing","China",6461000
"Xining","China",1048000
"Lanzhou","China",2561000
"Yinchuan","China",991000
"Hefei","China",2035000
"Ankang","China",1100000
"Jiexiu","China",77178
"Xianyang","China",1126000
"Yulin","China",155960
"Fengzhen","China",99174
"Baoji","China",800000
"Tongchuan","China",282258
"Hanzhong","China",145986
"Xinzhou","China",279607
"Changzhi","China",706000
"Houma","China",102400
"Hulan Ergi","China",289999
"Xinyi","China",962656
"Qiqihar","China",1641000
"Taonan","China",116611
"Baicheng","China",386861
"Ulanhot","China",241894
"Qitaihe","China",450617
"Chenzhou","China",322997
"Nanjing","China",3679000
"Nantong","China",947000
"Yangzhou","China",539715
"Zhenjiang","China",854000
"Taizhou","China",612356
"Suzhou","China",1650000
"Jiaojing","China",471500
"Jiaxing","China",988000
"Hangzhou","China",3007000
"Huzhou","China",1231000
"Huangyan","China",198713
"Linhai","China",251759
"Wenzhou","China",2350000
"Jinhua","China",1092852
"Lishui","China",172777
"Quzhou","China",370000
"Fuyang","China",771000
"Wafangdian","China",355844
"Zhuanghe","China",261510
"Dalian","China",3167000
"Siping","China",555609
"Dandong","China",870000
"Huanren","China",116621
"Tumaco","Colombia",86713
"Sincelejo","Colombia",261187
"Quibdo","Colombia",92780
"Leticia","Colombia",59575
"Inirida","Colombia",9065
"Pasto","Colombia",382236
"Ibague","Colombia",421685
"Nuqui","Colombia",2741
"Cartago","Colombia",134827
"Cali","Colombia",2254000
"Barranquilla","Colombia",1798000
"Barrancabermeja","Colombia",191403
"Yarumal","Colombia",35315
"San Andres","Colombia",58257
"Riohacha","Colombia",133186
"Pereira","Colombia",568750
"Armenia","Colombia",315328
"Arjona","Colombia",50405
"Cartagena","Colombia",887000
"Tunja","Colombia",161412
"Honda","Colombia",35469
"Puerto Carreno","Colombia",10216
"Tolu","Colombia",27390
"El Carmen de Bolivar","Colombia",60980
"Arauca","Colombia",69264
"Neiva","Colombia",352855
"Campoalegre","Colombia",22568
"Puerto Lopez","Colombia",16678
"Villavicencio","Colombia",374763
"San Martin","Colombia",16273
"El Banco","Colombia",54522
"Sabanalarga","Colombia",68535
"Turbo","Colombia",50508
"Mocoa","Colombia",22035
"Medellin","Colombia",3297000
"Yopal","Colombia",61029
"Ipiales","Colombia",109618
"Ocana","Colombia",83511
"San Jose del Guaviare","Colombia",22136
"San Vicente del Caguan","Colombia",1500
"Puerto Berrio","Colombia",33983
"Valledupar","Colombia",308237
"Soledad","Colombia",698852
"Bucaramanga","Colombia",1009000
"Socorro","Colombia",24895
"Duitama","Colombia",101156
"Monteria","Colombia",275198
"Sogamoso","Colombia",126551
"Sonson","Colombia",18817
"Cucuta","Colombia",722146
"Chiquinquira","Colombia",53975
"Guapi","Colombia",13853
"Buenaventura","Colombia",252805
"Bogota","Colombia",7772000
"Pamplona","Colombia",53587
"Magangue","Colombia",100313
"Lorica","Colombia",52771
"Ayapel","Colombia",23639
"Cienaga","Colombia",131171
"Santa Marta","Colombia",431781
"Orocue","Colombia",2835
"Tulua","Colombia",165501
"Manizales","Colombia",375848
"Girardot","Colombia",130289
"Garzon","Colombia",56603
"Florencia","Colombia",130337
"Bello","Colombia",519670
"Tuquerres","Colombia",33979
"Jurado","Colombia",2351
"Tame","Colombia",29099
"Mitu","Colombia",5917
"Popayan","Colombia",258750
"San Jose","Costa Rica",1284000
"Sixaola","Costa Rica",1823
"Alajuela","Costa Rica",387743
"Canas","Costa Rica",20306
"La Cruz","Costa Rica",4319
"Cartago","Costa Rica",196946
"Liberia","Costa Rica",45380
"Heredia","Costa Rica",21947
"Puerto Limon","Costa Rica",85001
"Ciudad Cortes","Costa Rica",3850
"Golfito","Costa Rica",6777
"Quesada","Costa Rica",31106
"Puntarenas","Costa Rica",57102
"Havana","Cuba",2174000
"Guines","Cuba",68935
"San Antonio de los Banos","Cuba",42724
"Colon","Cuba",63882
"Placetas","Cuba",55408
"Sagua la Grande","Cuba",62073
"Manzanillo","Cuba",128188
"Moron","Cuba",66060
"Caibarien","Cuba",39140
"Artemisa","Cuba",68073
"Bayamo","Cuba",192632
"Camaguey","Cuba",347562
"Ciego de Avila","Cuba",142027
"Cienfuegos","Cuba",186644
"Guantanamo","Cuba",272801
"Holguin","Cuba",319102
"Matanzas","Cuba",146733
"Nueva Gerona","Cuba",25566
"Pinar del Rio","Cuba",186990
"Sancti Spiritus","Cuba",127069
"Santa Clara","Cuba",250512
"Santiago de Cuba","Cuba",555865
"Las Tunas","Cuba",203684
"Banes","Cuba",53104
"Palma Soriano","Cuba",102826
"Nuevitas","Cuba",54022
"Praia","Cabo Verde",113364
"Mindelo","Cabo Verde",70611
"Willemstad","Cura袯",146813
"Lemosos","Cyprus",154000
"Larnaka","Cyprus",48947
"Paphos","Cyprus",35961
"Nicosia","Cyprus",224300
"Usti Nad Labem","Czechia",94105
"Pardubice","Czechia",107064
"Jihlava","Czechia",53921
"Liberec","Czechia",102175
"Prague","Czechia",1162000
"Brno","Czechia",388277
"Pizen","Czechia",164180
"Ceske Budejovice","Czechia",98851
"Ostrava","Czechia",478963
"Olomouc","Czechia",101268
"Hradec Kralove","Czechia",95195
"Zlin","Czechia",124610
"Berlin","Germany",3406000
"Cologne","Germany",1004000
"Munich","Germany",1275000
"Potsdam","Germany",218095
"Kiel","Germany",269427
"Wiesbaden","Germany",617126
"Magdeburg","Germany",229826
"Bremen","Germany",724909
"Hannover","Germany",722490
"Dusseldorf","Germany",1220000
"Saarbrucken","Germany",770001
"Schwerin","Germany",96641
"Hamburg","Germany",1757000
"Stuttgart","Germany",2944700
"Dresden","Germany",617515
"Erfurt","Germany",203254
"Mainz","Germany",184997
"Rostock","Germany",203080
"Kassel","Germany",289924
"Dortmund","Germany",588462
"Duisburg","Germany",1276757
"Essen","Germany",1742135
"Bonn","Germany",680543
"Bielefeld","Germany",331906
"Lubeck","Germany",235390
"Flensburg","Germany",97930
"Emden","Germany",51526
"Wuppertal","Germany",776525
"Munster","Germany",270184
"Osnabruck","Germany",231268
"Gottingen","Germany",139419
"Oldenburg","Germany",167458
"Stralsund","Germany",61368
"Braunschweig","Germany",244715
"Bremerhaven","Germany",137751
"Freiburg","Germany",254889
"Karlsruhe","Germany",377487
"Heidelberg","Germany",426590
